meeting_id,uid,city,meeting_year,agenda_code,summary,word_count,transcript_char_length,processing_timestamp
64,DenverCityCouncil_08132018_18-0746,DenverCityCouncil,2018,18-0746,A bill for an ordinance making a supplemental appropriation from the General Contingency Fund to purchase property at 700 West Colfax Avenue Approves a 3 million supplemental appropriation from the General Fund contingency to purchase property at 700 West Colfax Avenue in Council District 10 The Committee approved filing this item at its meeting on 73118,528,2896,2/19/2026 17:24
65,DenverCityCouncil_02142022_21-1455,DenverCityCouncil,2022,21-1455,A bill for an ordinance changing the zoning classification for 2000 Blake Street in Five Points Approves a map amendment to rezone property from PUD 329 and B8 with waivers UO1 UO2 to CMX8 planned development to mixeduse 8stories located at 2000 Blake Street in Council District 9 The Committee approved filing this item at its meeting on 12721,255,1415,2/19/2026 17:24
66,DenverCityCouncil_08072017_17-0809,DenverCityCouncil,2017,17-0809,A bill for the Council of the City and County of Denver sitting exofficio as the Board of Directors of the Denver 14th Street General Improvement District making certain findings and approving the issuance of 4 million principal amount of Refunding Revenue Notes and approving and adopting a supplement to the Work Plan and Amended Budget for the 2017 fiscal year Approves the issuance of 4 million principal amount of refunding revenue notes imposes capital charges and approves and adopts an amended budget for the 2017 fiscal year by City Council sitting in its capacity as the exofficio Board of Directors of the Denver 14th Street General Improvement District in Council District 9 The Committee approved filing this bill by consent on 72517,440,2588,2/19/2026 17:24
67,AlamedaCC_10192021_2021-1221,AlamedaCC,2021,2021-1221,Recommendation to Accept a Report on the Appointment of a Member to the Open Government Commission  City Clerk 10022020,418,2098,2/19/2026 17:24
68,DenverCityCouncil_08042014_14-0574,DenverCityCouncil,2014,14-0574,A bill for an ordinance extending the existing 12 percent sales and use tax the Denver Preschool Tax through December 31 2026 and increasing the rate to 15 percent dedicating the revenue derived from the tax to fund the Denver Preschool Program subject to the approval of the voters at a special municipal election to be conducted in coordination with the state general election on November 4 2014 and making certain changes to the Denver Preschool Program GOVERNMENT  FINANCE Asks voters to reauthorize the Denver Preschool Program for 10 years increase the sales and use tax supporting the program by 03 percent and approve specified programmatic changes The last reguarly scheduled Council meeting within the 30day review period is on 82514 The Committee approved filing this bill by consent on 71714,2664,14365,2/19/2026 17:24
69,DenverCityCouncil_08272018_18-0705,DenverCityCouncil,2018,18-0705,A bill for an ordinance changing the zoning classification for 5611 East Iowa Avenue in Virginia Village Approves an official map amendment to rezone property located at 5611 East Iowa Avenue from SSUD to SRH25 suburban singleunit to suburban rowhouse in Council District 6 The Committee approved filing this item at its meeting on 71018,3206,18024,2/19/2026 17:24
70,LongBeachCC_01212014_14-0070,LongBeachCC,2014,14-0070,Recommendation to declare ordinance amending the Long Beach Municipal Code by adding Chapter 1660 relating to the payment of living wage to workers at the Long Beach Airport and the Long Beach Convention Center read and adopted as read  Citywide,883,4636,2/19/2026 17:24
71,BostonCC_12152021_2021-1221,BostonCC,2021,2021-1221,On the petition referred on December 1 2021 Docket 1221 for a special law re An Act Regarding the Disability Pension for Scott OBrien submits a report recommending that the home rule petition ought to pass in a new draft,1331,7597,2/19/2026 17:24
72,DenverCityCouncil_05192014_14-0441,DenverCityCouncil,2014,14-0441,A proclamation designating May 18 through May 24 as Public Works Week in Denver and congratulating the Denver Public Works Departments ten employees of the year,3038,17011,2/19/2026 17:24
73,LongBeachCC_03072017_17-0156,LongBeachCC,2017,17-0156,Recommendation to authorize City Manager or designee to execute all documents necessary to enter into Contract No PS5862300LBPD24750 and any amendments thereto with the Los Angeles County Metropolitan Transportation Authority to provide Law Enforcement Services in an amount not to exceed 30074628 for a period of five years and Increase appropriations in the General Fund GF in the Police Department PD by 5459271 offset by contract revenue Districts 12678,4092,21373,2/19/2026 17:24
74,DenverCityCouncil_04182022_22-0375,DenverCityCouncil,2022,22-0375,A resolution approving a proposed Agreement between the City and County of Denver and Frontier Airlines Inc concerning a use and lease agreement which includes the preferential leasehold of 14 gates at Denver International Airport Approves a use and lease agreement with Frontier Airlines Inc for rates and charges and for 10 years for preferential leasehold of 14 gates at Denver International Airport in Council District 11 202055453 The last regularly scheduled Council meeting within the 30day review period is on 5922 The Committee approved filing this item at its meeting on 4622,530,2979,2/19/2026 17:24
75,LongBeachCC_02112014_14-0123,LongBeachCC,2014,14-0123,Recommendation to declare ordinance amending the Long Beach Municipal Code by amending Chapters 581 and 868 relating to electronic cigarettes and similar devices read and adopted as read  Citywide,4589,24645,2/19/2026 17:24
76,DenverCityCouncil_02272017_17-0156,DenverCityCouncil,2017,17-0156,A bill for an ordinance making supplemental appropriations from the General Contingency Fund to the General Government Special Revenue Fund Approves a 4 million supplemental appropriation from the Citys General Fund Contingency to the Office of Economic Development to support the Business Incentive Funds support of a general merchandise mass retail store on the 16th Street Mall at 1601 California Street in Council District 9 The Committee approved filing this bill at its meeting on 22117 This bill was approved for late filing by Council President Brooks,1537,8359,2/19/2026 17:24
77,DenverCityCouncil_06242019_19-0296,DenverCityCouncil,2019,19-0296,A resolution approving a proposed Design Services Agreement between the City and County of Denver and RSH Inc for professional design and engineering services Approves a contract with RSH Inc for 263709394 and for one year for professional design and engineering services including the redesign of Washington Street from East 47th Avenue to East 52nd Avenue improvements along Washington Street from the South Platte River to East 47th Avenue and the Globeville Landing Pedestrian Bridge over the South Platte River as part of the Elevate Denver Bond Program in Council District 9 201948451 The last regularly scheduled Council meeting within the 30day review period is on 71519 The Committee approved filing this item at its meeting on 4219,560,2948,2/19/2026 17:24
78,KingCountyCC_07012019_2019-0245,KingCountyCC,2019,2019-0245,A MOTION relating to identifying the future allocation of Puget Sound Taxpayers Accountability Account proceeds to priority educational areas and requesting the executive to develop plans to allocate proceeds within the priority educational areas,5254,27800,2/19/2026 17:24
79,LongBeachCC_08182015_15-0811,LongBeachCC,2015,15-0811,Recommendation to receive a report and consider amendments to the Cultural Heritage Commission Ordinance as recommended by the Cultural Heritage Commission Version A or as recommended by the Development Services Department Version B Request City Attorney to draft an ordinance amending Long Beach Municipal Code Chapter 263 related to the Cultural Heritage Commission Version A or Version B and amending Long Beach Municipal Code Chapter 965 related to Administrative Citations and Penalties and Increase appropriations in the General Grants Fund SR 120 in the Development Services Department DV by 69000 Citywide,5941,32767,2/19/2026 17:24
80,LongBeachCC_06232015_15-0492,LongBeachCC,2015,15-0492,Recommendation to declare ordinance amending the Long Beach Municipal Code by adding Chapter 1830 establishing a Proactive Rental Housing Inspection Program read and adopted as read  Citywide,123,700,2/19/2026 17:24
81,LongBeachCC_05192015_15-0356,LongBeachCC,2015,15-0356,Recommendation to refer to the Economic Development Commission the issue of marketing the OpenCounter software for consideration and recommendation,332,1810,2/19/2026 17:24
82,DenverCityCouncil_11192018_18-1006,DenverCityCouncil,2018,18-1006,A bill for an ordinance changing the zoning classification of 1901 Wazee Street in Union Station Approves an official map amendment to rezone property from IMX8 UO2 to PUDG 19 industrial mixeduse to planned development located at 1901 Wazee Street in Council District 9 The Committee approved filing this item at its meeting on 10218,5839,32767,2/19/2026 17:24
83,DenverCityCouncil_12142020_20-1159,DenverCityCouncil,2020,20-1159,A bill for an ordinance changing the zoning classification for 3225 Denargo Street in Five Points Approves a map amendment to rezone property from IB UO2 to CMX16 DO7 industrial to mixeduse located at 3225 Denargo Street in Council District 9 The Committee approved filing this item at its meeting on 102720,5612,32767,2/19/2026 17:24
84,DenverCityCouncil_06282021_21-0572,DenverCityCouncil,2021,21-0572,A bill for an ordinance amending the local open meetings laws to authorize electronic participation and electronic meeting methods during emergencies and making other conforming amendments Modernizes open meeting laws to allow for use of emerging technology The Committee approved filing this item at its meeting on 51821,317,1758,2/19/2026 17:24
85,LongBeachCC_05172022_22-0515,LongBeachCC,2022,22-0515,Recommendation to declare ordinance amending Long Beach Municipal Code by amending Sections 590030 and 590060 by adding Section 590310 and by amending and restating chapter 592 all relating to the regulation of cannabis retail storefront dispensary business licenses and the Cannabis Social Equity Program read and adopted as read  Citywide,2508,13560,2/19/2026 17:24
86,DenverCityCouncil_11132018_18-1006,DenverCityCouncil,2018,18-1006,A bill for an ordinance changing the zoning classification of 1901 Wazee Street in Union Station Approves an official map amendment to rezone property from IMX8 UO2 to PUDG 19 industrial mixeduse to planned development located at 1901 Wazee Street in Council District 9 The Committee approved filing this item at its meeting on 10218,417,2407,2/19/2026 17:24
87,LongBeachCC_12022014_14-1017,LongBeachCC,2014,14-1017,Recommendation to authorize City Prosecutor to execute all necessary documents to receive and expend grant funding from Downtown Long Beach Associates DLBA in the amount of 18000 for a period ending September 30 2015 and increase appropriation in the General Grants Fund SR 120 in the City Prosecutor Department CP by 18000  Citywide,1091,6001,2/19/2026 17:24
88,LongBeachCC_02112020_20-0112,LongBeachCC,2020,20-0112,Recommendation to declare ordinance amending the Long Beach Municipal Code by amending Sections 863020 863030 863050 and 863070 all relating to prohibiting the use and sale of singleuse food and beverage containers packaging and food service ware made of expanded polystyrene EPS foam rigid polystyrene 6 and nonrecyclable and noncompostable material for prepared food distribution and the distribution of plastic for bioplastic straws read and adopted as read   Citywide,807,4319,2/19/2026 17:24
89,LongBeachCC_05052020_20-0390,LongBeachCC,2020,20-0390,Recommendation to declare ordinance amending the Long Beach Municipal Code by adding Chapter 8120 temporary enforcement of Long Beach Health Orders related to COVID19 declaring the urgency thereof and declaring that this ordinance shall take effect immediately read and adopted as read  Citywide,4561,23675,2/19/2026 17:24
90,LongBeachCC_02132018_18-0133,LongBeachCC,2018,18-0133,Recommendation to approve renaming the MultiUse Sport Court in Marina Vista Park the Luke Tatsu Johnson Court,489,2632,2/19/2026 17:24
91,DenverCityCouncil_10032016_16-0801,DenverCityCouncil,2016,16-0801,A bill for an ordinance designating the second Monday of October of each year as Indigenous Peoples Day Approves an ordinance designating the second Monday of October of each year as Indigenous Peoples Day The Committee approved filing this bill at its meeting on 91416,2442,13012,2/19/2026 17:24
92,DenverCityCouncil_07082019_19-0296,DenverCityCouncil,2019,19-0296,A resolution approving a proposed Design Services Agreement between the City and County of Denver and RSH Inc for professional design and engineering services Approves a contract with RSH Inc for 263709394 and for one year for professional design and engineering services including the redesign of Washington Street from East 47th Avenue to East 52nd Avenue improvements along Washington Street from the South Platte River to East 47th Avenue and the Globeville Landing Pedestrian Bridge over the South Platte River as part of the Elevate Denver Bond Program in Council District 9 201948451 The last regularly scheduled Council meeting within the 30day review period is on 71519 The Committee approved filing this item at its meeting on 4219,289,1572,2/19/2026 17:24
93,DenverCityCouncil_09122016_16-0430,DenverCityCouncil,2016,16-0430,A bill for an ordinance changing the zoning classification for Geneva Court and Martin Luther King Jr Boulevard Rezones property at Geneva Court and Martin Luther King Boulevard from RMU20 Former Code residential mixed use with waivers to MMX5 master planned commercial mixed use 5 stories in Council District 8 The Committee approved filing this bill at its meeting on 8316,227,1279,2/19/2026 17:24
94,BostonCC_05042022_2022-0503,BostonCC,2022,2022-0503,Message and order authorizing the City of Boston to accept and expend the amount of Three Hundred Forty Nine Million Five Hundred Thousand Dollars 34950000000 in the form of a grant awarded by the United States Department of Treasury to be administered by the City of Bostons Chief Financial OfficerCollector Treasurer This grant payment is made from the Coronavirus State and Local Fiscal Recovery Fund SLFRF in the Treasury of the United States established by Section 9901 of the American Rescue Plan Act of 2021 ARPA Pursuant to the requirements of the ARPA the grant payment would fund COVID19 response and recovery efforts and accelerate a Green New Deal for Boston through onceinageneration transformative investments that address the systemic health and economic challenges in the areas of affordable housing economic opportunity and inclusion behavioral health climate and mobility arts and culture and early childhood Councilor Baker offered a motion to Amend Docket 0503 by reducing the Mayors Office of Housing by 500000000 and adding 500000000 for the,195,1138,2/19/2026 17:24
95,DenverCityCouncil_12222014_14-1017,DenverCityCouncil,2014,14-1017,A bill for an ordinance establishing a Social Impact Bond fund in the General Government Special Revenue Fund and the means for authorizing expenditures from such fund FINANCE  SERVICES Approves the creation of a new fund in the General Government Special Revenue Fund for Social Impact Bonds to provide a multiyear reserve to make performancebased payments to contractors providing housing and case management for chronically homeless individuals This is a companion ordinance to the Long Bill The Committee approved filing this bill by consent on 12414,823,4521,2/19/2026 17:24
96,LongBeachCC_05192020_20-0390,LongBeachCC,2020,20-0390,Recommendation to declare ordinance amending the Long Beach Municipal Code by adding Chapter 8120 temporary enforcement of Long Beach Health Orders related to COVID19 declaring the urgency thereof and declaring that this ordinance shall take effect immediately read and adopted as read  Citywide,119,713,2/19/2026 17:24
97,DenverCityCouncil_12012014_14-0971,DenverCityCouncil,2014,14-0971,Approve the adoption of the Globeville Neighborhood Plan as a supplement to the Citys Comprehensive Plan  NEIGHBORHOODS AND PLANNING Approves the adoption of the Globeville Neighborhood Plan as a supplement to the Citys Comprehensive Plan  The Committee approved filing this bill at its meeting on 111214,5619,32767,2/19/2026 17:24
98,DenverCityCouncil_07242017_17-0565,DenverCityCouncil,2017,17-0565,A bill for an ordinance changing the zoning classification for 8504 East Martin Luther King Jr Boulevard and 2962 North Central Park Boulevard in Stapleton Rezones property located at 8504 East Martin Luther King Jr Boulevard and 2962 North Central Park Boulevard from CMU20 to MRX5A commercial mixeduse to master planned residential mixeduse in Council District 8 The Committee approved filing this bill at its meeting on 52317,5815,32767,2/19/2026 17:24
99,DenverCityCouncil_07132015_15-0356,DenverCityCouncil,2015,15-0356,A bill for an ordinance vacating a portion of rightofway at 2329 Eliot Street without reservations INFRASTRUCTURE  CULTURE Vacates portions of the alley north east and south of the carriage lot with the address 2329 North Eliot Street in Council District 1 The last regularly scheduled Council meeting within the 30day review period is on 62215 The Committee approved filing this bill by consent on 52115,2386,12726,2/19/2026 17:24
